name,MW,time
12Z_3RKB_A,302.4029999999997,33148.765563964844
130_1GJ5_H,329.3829999999997,35113.33465576172
132_1GJ6_A,361.8319999999997,35347.46170043945
133_1GJ8_B,343.38199999999966,45698.16589355469
135_1GJA_B,255.2770000000001,17705.678939819336
136_1GJD_B,430.6529999999998,24513.00621032715
13A_2B1G_A,320.28299999999984,23558.13980102539
13M_3VI8_A,464.5409999999998,80980.30090332031
13N_2XX5_A,470.95299999999975,116363.2869720459
13P_1NEY_A,168.04100000000003,3017.902374267578
13Y_4HDC_A,526.0330000000005,159551.62048339844
140_1JPZ_A,312.47399999999936,59382.43865966797
145_1JYV_A,301.2509999999997,26989.69841003418
149_1JZ5_A,178.14000000000007,6229.162216186523
14D_4HEJ_A,460.4759999999997,116924.76272583008
14I_3MB7_A,294.2179999999999,12768.030166625977
14Z_4HBW_A,269.32599999999974,16136.16943359375
152_1NDF_A,161.20100000000014,8915.901184082031
15H_4HF4_A,447.56399999999974,92826.84326171875
15I_3ZO2_A,273.3639999999997,27381.65855407715
15J_4HEU_A,415.4969999999997,63567.161560058594
15M_2F38_A,415.57399999999944,145726.20391845703
15T_4IVD_A,337.4269999999996,71361.30332946777
15V_4HGE_A,352.7849999999998,27621.50764465332
15W_4HL5_A,268.26799999999974,19740.34309387207
15Z_4HLF_A,270.2399999999998,14483.928680419922
164_4MYS_A,238.19500000000005,10245.084762573242
16F_3MRV_A,357.38799999999975,43949.60403442383
16G_1NE7_A,299.17199999999974,29747.00927734375
16I_4BUV_A,347.39899999999983,28972.387313842773
16O_3MT7_A,420.2849999999999,41125.53596496582
16S_4HLM_A,254.24100000000004,12735.843658447266
16T_4HLD_A,491.953,86279.86907958984
16W_4HNF_A,359.8169999999998,36846.160888671875
173_3SG0_A,149.12500000000003,4197.120666503906
174_1T5D_X,155.56,2816.438674926758
17C_4IJ1_A,255.229,12751.102447509766
17D_3QS8_A,211.24000000000007,9948.015213012695
17L_3V9T_A,529.5450000000009,137822.15118408203
17S_3MRX_A,371.41499999999974,44840.57426452637
17T_3MT8_A,375.83399999999983,42776.34620666504
18F_4JV6_B,284.3619999999997,27359.485626220703
18G_4HOE_A,389.4789999999997,116775.5126953125
18H_4HOG_A,359.4529999999997,79936.50436401367
18K_3SW4_A,326.4289999999997,23395.538330078125
18O_3MT9_A,386.38599999999985,42257.070541381836
18P_3U6A_A,371.82799999999975,55497.40791320801
18S_3MS2_A,355.4159999999997,47493.934631347656
18U_4JXS_B,339.3499999999999,19895.076751708984
198_1Z95_A,430.37899999999985,34993.886947631836
19A_2OJG_A,280.3309999999997,24811.506271362305
19B_3E93_A,497.6189999999997,129256.7253112793
19H_4WMU_A,391.2739999999997,33488.75045776367
19L_4HV3_A,479.433,123601.43661499023
19M_4HUP_X,557.5470000000014,127284.04998779297
19N_4K5L_A,224.2010000000001,22481.918334960938
19T_4MYQ_A,386.88399999999973,27879.23812866211
1A0_4HXW_A,427.94499999999977,47490.596771240234
1A7_4HXN_A,195.21800000000002,5875.110626220703
1A8_4HXM_A,423.5409999999998,39746.04606628418
1AL_4PXD_A,175.12400000000005,4222.869873046875
1AM_4HYH_A,451.5319999999998,79299.4499206543
1AO_4HYI_A,405.5069999999998,68454.50401306152
1AX_4HX2_A,166.17300000000012,8877.038955688477
1AZ_2WHI_A,424.28799999999984,39055.824279785156
1B0_2XDE_A,425.5319999999997,85533.14208984375
1B2_4HWR_A,374.4219999999998,50331.59255981445
1B3_4HWS_A,435.8929999999998,64036.60774230957
1B4_4I0R_A,370.4089999999997,55839.53857421875
1B5_4I0S_A,368.82799999999975,35673.85673522949
1B6_4I0T_A,338.4149999999997,48477.4112701416
1B7_4I0D_A,403.9549999999996,49499.0348815918
1B9_4I0G_A,440.76999999999975,37319.183349609375
1BE_4I1C_A,470.0179999999997,91247.3201751709
1BF_4I0F_A,427.9369999999998,51418.54286193848
1BG_4HY4_A,525.7380000000003,223397.73178100586
1BK_4HYU_A,445.5449999999997,100280.2848815918
1BL_4I0H_A,560.6820000000021,169783.353805542
1BM_2HK5_A,432.5519999999996,91886.52038574219
1BN_3PB9_X,158.20400000000006,6581.783294677734
1BR_4I4F_A,410.5429999999996,43970.584869384766
1BS_4I10_A,457.96499999999975,94614.98260498047
1BU_3GCQ_A,506.61399999999986,71241.37878417969
1BW_4HZM_A,233.28800000000015,27145.3857421875
1BY_2I19_A,278.0969999999998,9026.288986206055
1C2_2F6T_A,384.43399999999974,59523.820877075195
1CA_3RY9_A,330.46799999999945,106832.02743530273
1CH_4I11_A,321.39999999999964,42557.477951049805
1CO_4I6W_A,163.21800000000007,5226.13525390625
1CQ_4KTL_A,359.3849999999998,35865.068435668945
1CY_4KNE_A,251.72100000000012,11550.426483154297
1D6_4IBG_A,504.90199999999993,67263.60321044922
1D8_4IBI_A,544.8450000000009,47596.45462036133
1DC_4L6Z_A,322.36799999999965,43679.237365722656
1DE_4IBK_A,517.3220000000005,64250.946044921875
1DF_4NG3_A,211.129,5565.881729125977
1DJ_4I7N_A,132.162,4726.648330688477
1DN_4LEK_X,420.4779999999999,54342.031478881836
1DR_3JPV_A,234.25800000000007,13597.249984741211
1DT_4I6Q_A,322.3679999999997,48906.08787536621
1EB_4LVD_A,206.20100000000008,8867.263793945312
1ED_4ICT_A,310.3529999999997,42198.896408081055
1EN_4IJV_A,379.82199999999983,36515.47431945801
1EO_4IJU_A,339.3699999999998,25493.144989013672
1EU_3FV5_A,323.3559999999997,35760.40267944336
1F1_3KFR_B,160.15200000000002,5282.163619995117
1F6_4INB_A,419.40299999999974,33719.06280517578
1FE_4IDK_A,207.21300000000008,10811.090469360352
1FX_4ISF_A,416.4779999999998,80801.24855041504
1FZ_4Q45_A,477.1519999999999,20732.879638671875
1G4_4IPS_A,313.3769999999996,47408.5807800293
1G7_4IPW_A,342.3509999999998,51574.2301940918
1GC_3PNC_A,501.1779999999999,54362.05863952637
1GE_4ISH_H,505.57399999999984,517899.9900817871
1GG_4ISI_H,472.0129999999996,170592.3080444336
1GH_3ZYU_A,415.4529999999998,74975.96740722656
1GJ_4IVW_A,384.3569999999999,45518.39828491211
1GK_3MPT_A,308.3369999999997,25050.16326904297
1GP_4JEJ_A,170.05700000000004,3486.8717193603516
1GR_4IV2_A,350.33999999999975,36669.49272155762
1GT_4IVY_A,348.32399999999967,29082.775115966797
1GU_4IW6_A,348.3239999999998,22583.2462310791
1GV_4IWC_A,296.3909999999997,23113.250732421875
1H2_4J0R_A,295.3379999999996,29737.472534179688
1H5_4J0Z_A,389.33699999999976,46601.295471191406
1H6_4J0Y_A,371.34699999999975,37391.66259765625
1H8_4J0P_A,353.35699999999974,38950.92010498047
1HG_4J1K_A,439.3439999999998,56937.93296813965
1HJ_4J1H_A,421.3539999999998,47081.947326660156
1HM_4J1E_A,439.3439999999998,56733.36982727051
1HN_3NKT_A,186.16600000000003,5896.806716918945
1HQ_4J17_A,389.33699999999976,44915.199279785156
1HR_4J36_B,258.08,8185.625076293945
1HX_4ITJ_A,305.7399999999997,20884.51385498047
1IR_4P0N_A,351.4349999999998,49619.91310119629
1IU_4BXK_A,480.4659999999997,96077.68058776855
1J2_4IZY_A,469.61099999999965,167524.8146057129
1J3_4J52_A,553.6630000000017,187942.5048828125
1J5_4IVA_A,309.37299999999965,47297.71614074707
1JC_4IWD_A,541.6570000000014,174482.1071624756
1JD_4IXC_A,467.9169999999998,76874.4945526123
1JE_4J02_A,341.2139999999996,33977.98538208008
1JF_4J04_A,414.07300000000004,17458.677291870117
1JG_4J06_A,395.66300000000007,10514.974594116211
1JH_4J08_A,382.41699999999986,39273.26202392578
1JR_4J93_A,276.29899999999975,19357.44285583496
1JS_4J3D_A,422.46099999999973,100950.24108886719
1JT_4J3F_A,306.4089999999996,49129.24766540527
1K9_4JA8_A,481.52099999999996,41044.47364807129
1KG_4JCH_A,472.70999999999935,253621.10137939453
1KO_4JIK_A,371.85199999999975,49695.96862792969
1KS_4JKV_A,512.511,101705.31272888184
1KX_3VRI_A,287.34699999999964,40861.12976074219
1L6_4JIB_A,420.51699999999965,76411.48567199707
1LF_4JNC_A,408.4279999999997,60413.12217712402
1LH_4B74_A,409.9329999999996,90124.84550476074
1LI_3IVH_A,473.6279999999995,89416.2654876709
1LR_4JPF_A,256.237,14796.018600463867
1LZ_4JMT_A,148.16500000000005,5167.484283447266
1M1_4JV8_B,298.34899999999976,31405.44891357422
1M2_4JMZ_A,147.18100000000007,5544.900894165039
1M3_4JI9_A,510.68799999999965,124385.83374023438
1M5_4JP9_A,370.85999999999973,39577.24571228027
1M6_4JPC_A,361.4249999999997,48879.62341308594
1M7_4JPE_A,336.41899999999964,34704.44679260254
1M8_4KIN_A,410.92599999999976,57103.39546203613
1M9_4JJS_A,462.48799999999966,95875.02479553223
1MB_4JJU_A,433.3359999999998,42132.37762451172
1MJ_4JN0_A,146.14900000000003,4557.371139526367
1ML_4JMU_A,543.6400000000016,162100.31509399414
1MN_4JV7_A,515.2450000000001,81337.21351623535
1MV_4LPG_F,411.27200000000005,31110.286712646484
1N3_3ULI_A,474.38299999999975,72148.79989624023
1N4_4JWY_A,199.21000000000012,10200.977325439453
1N5_3CXO_B,177.1760000000001,9055.614471435547
1N6_4JX7_A,419.4309999999998,39533.85353088379
1NJ_4JZD_H,533.5850000000011,156820.53565979004
1NK_4JZE_H,557.6070000000014,153208.49418640137
1NL_4JZF_H,533.5610000000011,126278.16200256348
1NQ_4JSR_A,486.6229999999997,89260.57815551758
1NR_4JT8_A,389.5249999999996,80383.30078125
1NS_4JT9_A,383.4989999999997,48863.64936828613
1NT_2NXG_B,411.1249999999999,27640.819549560547
1O1_4JU3_A,425.41799999999995,42032.95707702637
1O8_4K4J_A,293.38599999999957,33088.20724487305
1O9_4JY0_A,492.64499999999975,94025.6118774414
1OK_4JYU_H,535.6460000000011,129432.91664123535
1OO_4XV9_A,514.8390000000003,21690.36865234375
1OQ_4K2G_B,280.2239999999998,10731.220245361328
1OT_4K3N_A,251.18200000000007,13053.417205810547
1P6_3IOK_A,349.37299999999976,42543.888092041016
1P9_4K69_A,471.3309999999999,58522.22442626953
1PF_4JS8_A,420.5769999999996,137241.84036254883
1PL_2RDN_A,233.33100000000016,23589.372634887695
1PS_1R4P_B,201.24700000000007,7838.726043701172
1Q8_4K9C_A,151.16500000000005,5775.928497314453
1QK_4KD1_A,396.4949999999996,59357.1662902832
1QP_4KFB_A,190.20200000000008,8482.933044433594
1QR_4KFN_A,398.4879999999997,43726.444244384766
1QS_4KFO_A,427.43199999999985,37793.39790344238
1QT_4K8S_A,505.7229999999995,212923.2883453369
1QV_4KAP_A,285.22299999999996,5717.51594543457
1R6_4KE1_A,556.727000000002,223944.90242004395
1R8_4KE0_A,491.6959999999995,265549.4213104248
1RC_3K98_A,360.79699999999974,45781.13555908203
1RH_4KJU_A,552.6550000000017,232467.4129486084
1RK_4KJV_A,547.6080000000017,199327.7072906494
1RQ_4KKH_A,504.5939999999998,162409.06715393066
1RY_4K4I_A,483.15600000000006,31888.961791992188
1S0_4K4G_A,463.125,39702.653884887695
1S5_4OXK_A,314.4289999999995,47845.36361694336
1S8_4KNR_A,476.53599999999983,83147.76420593262
1S9_4KNX_A,443.4389999999999,60567.617416381836
1SA_2HNC_A,179.20600000000005,2893.686294555664
1SB_3OVV_A,284.3149999999997,28156.757354736328
1SE_4KPX_A,378.3439999999999,36723.85215759277
1SF_4KPZ_A,235.19900000000004,6408.452987670898
1SV_4KVI_A,191.31800000000015,21190.881729125977
1T4_4KKY_X,259.308,19444.704055786133
1TM_4KTF_A,267.2879999999998,15828.847885131836
1U0_4KXY_A,480.35199999999986,54869.41337585449
1U1_4KZ3_A,240.669,4047.1553802490234
1U2_4FUH_A,305.36099999999965,30438.18473815918
1U4_3FV4_A,503.4919999999998,118043.42269897461
1UN_3EL0_A,568.8040000000021,344197.03483581543
1UP_4FU7_A,274.29999999999967,20643.949508666992
1UQ_4KP7_A,288.24099999999976,12257.33757019043
1UR_4L09_A,265.2439999999998,13345.24154663086
1UT_4L0B_A,265.3119999999998,14647.722244262695
1UZ_4L0S_A,247.25300000000004,15137.910842895508
1V0_4L0T_A,267.2399999999998,16650.915145874023
1V1_4L0V_A,256.68800000000005,14378.786087036133
1V4_4L2G_A,240.23300000000003,13623.476028442383
1V5_4L7F_A,459.5249999999997,77135.56289672852
1V6_4L2L_A,266.3689999999998,18104.79164123535
1V8_4L2K_A,266.2519999999998,15365.839004516602
1V9_4L70_A,335.40699999999964,58760.643005371094
1VA_4L7L_A,351.40599999999966,58390.85578918457
1VB_4L7N_A,400.45999999999975,68417.78755187988
1VD_4L7O_A,387.44299999999976,80492.97332763672
1VF_4L32_A,349.4099999999997,47346.83036804199
1VG_4L34_A,289.2739999999998,16802.310943603516
1VJ_4OYB_A,291.26299999999975,14894.723892211914
1VK_4OYI_A,189.17400000000006,6538.39111328125
1VM_4LAE_X,388.47999999999973,43605.08918762207
1VN_4LAG_X,422.92499999999984,37755.727767944336
1VO_4LAH_X,388.47999999999985,38332.70072937012
1VV_4L7B_B,445.4949999999998,91847.18132019043
1VX_4L7D_A,445.5389999999997,100551.36680603027
1W2_4L7J_A,355.3479999999998,38717.50831604004
1WB_4NI8_A,194.14200000000002,5502.939224243164
1WD_4YW9_A,153.162,2834.796905517578
1WP_4LC7_A,327.8149999999996,27689.695358276367
1WQ_4L6S_A,369.87199999999973,63048.601150512695
1X8_4LH7_A,236.25600000000009,10058.64143371582
1XA_4LR6_A,174.2030000000001,6808.042526245117
1XO_4LI6_A,403.5069999999998,61267.13752746582
1XP_4LI7_A,443.9059999999998,51958.08410644531
1Y6_5FP5_A,139.10500000000002,3494.5011138916016
1YE_4QXO_A,281.2869999999997,13141.870498657227
1YF_4LY3_B,573.3410000000011,106131.31523132324
1YJ_4LY3_A,443.4199999999998,86831.56967163086
1YM_4LP0_A,436.3949999999998,25258.541107177734
1YS_4LXA_A,585.6060000000017,142530.9181213379
1YT_4LXK_A,561.6620000000017,174617.76733398438
1Z6_4OZ2_A,176.19400000000005,7759.09423828125
1Z8_4OZ3_A,212.174,7936.239242553711
1ZC_4OYM_A,219.20000000000007,7863.521575927734
201_2B0M_A,316.3359999999998,23450.613021850586
208_2GTK_A,437.9029999999998,70806.02645874023
20A_3D3P_A,379.46399999999966,54884.43374633789
20B_4HLG_A,238.24200000000005,12099.504470825195
20D_4HLH_A,240.23300000000003,11398.553848266602
20K_4FKO_A,359.8859999999997,34856.79626464844
20N_4LVB_A,218.25600000000009,15898.466110229492
20O_4LVG_A,378.4529999999998,47359.22813415527
20P_4LVF_A,238.2900000000001,23630.619049072266
20R_4M6P_A,392.4399999999998,37809.133529663086
20U_4LWU_A,583.4910000000013,296797.7523803711
20Z_3RMF_A,424.50699999999983,45256.13784790039
